link,title,body,attachment_0_link,attachment_0_name,attachment_1_link,attachment_1_name,attachment_2_link,attachment_2_name,attachment_3_link,attachment_3_name,attachment_4_link,attachment_4_name,attachment_5_link,attachment_5_name,attachment_6_link,attachment_6_name,attachment_7_link,attachment_7_name,attachment_8_link,attachment_8_name,attachment_9_link,attachment_9_name,attachment_10_link,attachment_10_name,attachment_11_link,attachment_11_name,attachment_12_link,attachment_12_name,attachment_13_link,attachment_13_name,attachment_14_link,attachment_14_name,attachment_15_link,attachment_15_name,attachment_16_link,attachment_16_name,attachment_17_link,attachment_17_name,attachment_18_link,attachment_18_name,attachment_19_link,attachment_19_name,attachment_20_link,attachment_20_name,attachment_21_link,attachment_21_name,attachment_22_link,attachment_22_name,attachment_23_link,attachment_23_name,opening date,closing date,ISBN,person,addr,email
http://www.communities.gov.uk/archived/publications/housing/qualitychoice2,Quality and Choice: A Decent Home for All: The Housing Green Paper:,"This Green Paper seeks your views on the Government's aims and proposals for modernising housing policy in England. It also seeks your views on proposed improvements to, and longer-term options for reform of, benefit help with mortgage interest payments and Housing Benefit in England, Scotland and Wales.

We invite responses by 31 July 2000. In advance of that, any reactions received by mid-June can be taken into account in the current Spending Review process. All responses (including those commenting on benefit help with mortgage interest payments and Housing Benefit) should be addressed to:

Neil O'Connor  
Housing Policy, Renewal & Ownership Division  
Department of the Environment, Transport and the Regions,  
Room 2/J10  
Eland House  
Bressenden Place  
London SW1E 5DU
",http://www.communities.gov.uk/archived/publications/housing/qualitychoice2?view=Order+form&supplierId=1403826,Order this publication,http://www.communities.gov.uk/documents/housing/pdf/138019.pdf,Quality and Choice: A Decent Home for All: The Housing Green Paper,http://www.communities.gov.uk/documents/housing/pdf/138025.pdf,Quality and Choice: A Decent Home for All: Summary of Responses,http://www.communities.gov.uk/documents/housing/pdf/138022.pdf,Quality and Choice: A Decent Home for All: The Housing Green Paper - Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 September 2006,31 July 2000,185 112 378 4 (Consultation),,,
http://www.communities.gov.uk/publications/planningandbuilding/equalityimpactassessment,Equality Impact Assessment,"Equality Impact Assessment on the amendments to the Town and Country Planning (Determination of Appeals by Appointed Persons) (Prescribed Classes) Regulations 1997. This assesses the effects the policy is likely to have on people depending on their racial group.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/equalityimpactassess.pdf,Equality Impact Assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 September 2006,25 December 2006,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/planningpollutioncontrol,Planning and Pollution Control: Joint DCLG and Defra Consultation on Options for improving the way planning and pollution control regimes work together in delivering new development,"The consultation considers the way the interface between planning and pollution control work together in delivering new development.

This is a joint consultation by Communities and Local Government and the Department for Environment, Food and Rural Affairs (Defra) because of their complementary responsibilities in this area. Views and comments are sought from those affected by the regulatory framework and those charged with its implementation.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/planningpollutioncontrol.pdf,Planning and Pollution Control: Joint DCLG and Defra Consultation on Options for improving the way planning and pollution control regimes work together in delivering new development,http://www.communities.gov.uk/documents/planningandbuilding/doc/coveringplanningpollution.doc,Covering consultation letter on Planning and Pollution Control: Joint DCLG and Defra consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 September 2006,6 December 2006,,,,
http://www.communities.gov.uk/publications/localgovernment/consultationproposed,Consultation on Proposed Changes to the Delivery of Local Authority Freedoms and Flexibilities under CPA 2005: Analysis of Responses,"This document is the formal response to comments received to the consultation carried out in January 2006 on proposed changes to the delivery of Local Authority freedoms and flexibilities under CPA 2005.
",http://www.communities.gov.uk/documents/localgovernment/pdf/160463.pdf,Consultation on Proposed Changes to the Delivery of Local Authority Freedoms and Flexibilities under CPA 2005: Analysis of Responses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 September 2006,,,,,
http://www.communities.gov.uk/archived/publications/housing/respectstandard4,Respect Standard for Housing Management Consultation April 2006: Summary of responses,"This document summarises the responses that have been received on the consultation paper Respect Standard for Housing Management and sets out our proposals for taking this work forward.

When viewing the summary you should be aware that not all respondents commented on or responded to every question raised as part of the consultation paper. A number of respondents only responded to those questions that affected them directly or where they felt they had adequate knowledge to be able to respond.

In total we received 178 responses. We received bulk responses representing several different organisations, but in addition received responses from their members. Both types of responses are included in the figures.
",http://www.communities.gov.uk/documents/housing/pdf/152729.pdf,Respect Standard for Housing Management Consultation April 2006 - Summary of responses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 September 2006,,,,,
http://www.communities.gov.uk/publications/localgovernment/businessratesresponses,Proposed amendments to the existing Business Rates Appeals Regulations: Summary of Responses to Consultation Exercise,"On 20 January 2006, the Government published a consultation paper inviting comments on proposed amendments to the existing arrangements governing business rates appeals. The consultation period ran from  20 January 2006 to 3 March 2006.

The consultation attracted 31 responses, broken down into the following categories:

7   - Local Authorities  
7   - Representative Organisations  
1   - OGD/Agency  
11 - Agents  
2   - Business  
3   - Others
",http://www.communities.gov.uk/documents/localgovernment/pdf/151831.pdf,Proposed amendments to the existing Business Rates Appeals Regulations - Summary of Responses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 September 2006,,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/planning2,Planning for the Protection of European Sites: Appropriate Assessment - Guidance For Regional Spatial Strategies and Local Development Documents,"Draft guidance on how to carry out Appropriate Assessment for the protection of European sites for Regional Planning Bodies and Local Planning Authorities.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/160442.pdf,Planning for the Protection of European Sites: Appropriate Assessment - Guidance For Regional Spatial Strategies and Local Development Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 August 2006,31 October 2006,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/proposedamendment,Proposed Amendment to the Town and Country Planning (Regional Planning) (England) Regulations 2004 - Consultation Paper,"The proposed amendment is intended to make clear that Regional Planning Bodies (RPB) have flexibility in determining their own voting structures providing that all members may vote and that the non local authority proportion of an RPB is represented in any vote.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/152167.pdf,Proposed Amendment to the Town and Country Planning (Regional Planning) (England) Regulations 2004 - Consultation Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 August 2006,29 September 2006,,,,
http://www.communities.gov.uk/archived/publications/housing/housingrevenue,The Housing Revenue Account Subsidy Determination 2006-2007: Draft Amending Determination 2006,"A technical consultation on amending determination 2006.
",http://www.communities.gov.uk/documents/housing/pdf/151618.pdf,The Housing Revenue Account Subsidy Determination 2006-2007: Draft Amending Determination 2006,http://www.communities.gov.uk/documents/housing/xls/151894.xls,The Housing Revenue Account Subsidy Determination 2006-2007: Schedule 7 Part 1 and 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 August 2006,25 September 2006,,,,
http://www.communities.gov.uk/publications/regeneration/mayorlondonorder2000,The Greater London Authority: The Government's final proposals for additional powers and Responsibilities for the Mayor and Assembly - A consultation paper on changes to the Mayor of London Order 2000,"On 13 July, Ruth Kelly, the Secretary of State for Communities and Local Government, announced a package of enhanced powers for the Greater London Authority - the Mayor of London and London Assembly. The package included stronger planning powers for the Mayor - he will have discretion to decide a small number of strategically important planning applications in London.

This consultation asks Londoners for their views on how these new planning powers will best work in practice.
",http://www.communities.gov.uk/documents/regeneration/pdf/160435.pdf,The Greater London Authority: The Government's final proposals for additional powers and Responsibilities for the Mayor and Assembly. A consultation paper on changes to the Mayor of London Order 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 August 2006,2 November 2006,,,,
http://www.communities.gov.uk/publications/localgovernment/amendmentscouncil,Amendments to Council Tax and Non-domestic Rates Secondary Legislation - A consultation paper,"This consultation paper seeks views on a number of proposed minor changes to council tax and non-domestic rates secondary legislation (and in one case primary).  Broadly the changes fall into the following categories:

  * uprating financial limits and updating definitions;
  * changing the effective date of the increased council tax liability where the valuation list has been amended; and
  * minor changes to the information that must be provided by local authorities with council tax and non-domestic rates demand notices.
  
  

",http://www.communities.gov.uk/documents/localgovernment/pdf/151489.pdf,Amendments to Council Tax and Non-domestic Rates Secondary Legislation - A consultation paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 August 2006,31 October 2006,,,,
http://www.communities.gov.uk/publications/planningandbuilding/draftpracticalguide,"A Draft Practical Guide to the Strategic Environmental Assessment Directive (July 2004): Report on Responses to Consultation, July-October 2004","Summary of responses, published in February 2005, to the consultation paper published in July 2004.

**Note:** The above publication was issued by our former department, the Office of the Deputy Prime Minister (ODPM). ODPM became Communities and Local Government (DCLG) on **5 May 2006** - all references in the text to ODPM now refer to Communities and Local Government.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/draftpracticalguide.pdf,"A Draft Practical Guide to the Strategic Environmental Assessment Directive (July 2004): Report on Responses to Consultation, July-October 2004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 August 2006,,,,,
